STRO,DENUNCIA,TR_SERIE,TR_NRO_DENUNCIA,NRO_STRO,ANIO_STRO,TR_MARCA,TATMP_NU_ANNIO,TR_MODELO,TR_ANIO,TIPO_VEH,COLOR,TR_DANIOS,EMPRESA
4671/2021,M342625,M,342.625,4.671,2.021,MITSUBISHI,2.021,N4PASX 2.0 4X2,2.015,AUTO,GRIS,"CAPOT, FRENTE, PARAGOLPE DELANTERO, DEMAS DA?OS A CORROBORAR",CARS
5378/2021,M347830,M,347.830,5.378,2.021,ZX AUTO,2.021,N4PGRAND TIGER,2.011,AUTO,GRIS,CABINA TRASERO IZQUIERDA. CAJA IZQUIERDA,CARS
4145/2021,M346455,M,346.455,4.145,2.021,GEELY,2.021,NCK NEW 1.3 GS,2.013,AUTO,REG,PARAGOLPE DELANTERO CARETA CAPOT ?PTICOS DELANTEROS GUARDABARROS DELANTEROS  DEMAS A CONFIRMAR,CARS
4563/2021,M347812,M,347.812,4.563,2.021,PEUGEOT,2.021,N4P208 NEW 1.2,2.016,AUTO,BCO,ENVOLVENTE DELANTERO. CARETA. CAPOT. OPTICAS. GUARDABARROS DELANTEROS. TREN DELANTERO. PARABRISAS. AIRBAGS. PUERTAS DELANTERAS. PARANTE DELANTERO. A/CORROBORAR DEMAS DA?OS,CARS
5892/2021,M347806,M,347.806,5.892,2.021,FIAT,2.021,N4PUNO WAY FIRE,2.010,AUTO,GRIS,OPTICA DERECHA. CAPOT. CARETA. GUARDABARRO DELANTERO DERECHO. A/CORROBORAR DEMAS DA?OS,CARS
5153/2021,M342648,M,342.648,5.153,2.021,FIAT,2.021,N4PUNO EVO WAY,2.017,AUTO,VERDE,"PARAGOLPE DELANTERO, CAPOT, PARABRISAS, GUARDABARROS DELANTEROS, AIRBAGS DELANTEROS, RUEDA TRASERA IZQUIERDA, VARIOS DA?OS MAS A CONFIRMAR.",CARS
5573/2021,M348108,M,348.108,5.573,2.021,FIAT,2.021,N4PPALIO 1.4 EL,2.012,AUTO,GRIS,"ENVOLVENTE DELANTERO,  CARETA,  PUENTE DELANTERO,  Z?CALO DELANTERO MECANICA EL?CTRICOS Y OTROS A CORROBORAR",CARS
4305/2021,M347841,M,347.841,4.305,2.021,VOLKSWAGEN,2.021,N4PGOL VIII 1.6,2.020,AUTO,BLANCO,ENVOLVENTE. CARETA. CAPOT. OPTICA DERECHA GUARDABARRO Y PASARUEDA DELANTERA DERECHA.,CARS
4740/2021,M344950,M,344.950,4.740,2.021,SUZUKI,2.021,N4PALTO MARUTI,2.019,AUTO,GRIS,"SICALO DERECHO,AMBAS PUERTAS DERECHAS,CONF DEMAS",CARS
4315/2021,M346960,M,346.960,4.315,2.021,MERCEDES BENZ,2.021,N4P180 A CGI BL,2.015,AUTO,BLANCO,"ENVOLVENTE TRASERO Z?CALO TRASERO,  OTROS A CORROBORAR",CARS
5036/2021,M346685,M,346.685,5.036,2.021,SUZUKI,2.021,N4PCELERIO 1.0,2.016,AUTO,,PARAGOLPE DELANTERO GUARDABARRO DELANTERO DEMAS A CORROBORAR,CARS
4339/2021,M347824,M,347.824,4.339,2.021,FAW,2.021,N4PN5,2.014,AUTO,ROJO,ENVOLVENTE TRASERO. BAUL. PUERTA DE BAUL. FAROL TRASERO IZQUIERDO. A/CORROBORAR DEMAS DA?OS,CARS
4441/2021,M348114,M,348.114,4.441,2.021,CHEVROLET,2.021,N4PPRISMA 1.0 J,2.017,AUTO,SCJ2292,"ENVOLVENTE DELANTERO Y TRASERO  Z?CALO DELANTERO Y TRASERO,  TAPA BA?L  OPTICAS TRASERAS Y DELANTERAS , CAPOT  CARETA, GUARDABARROS TRASEROS  CHASIS MECANICA EL?CTRICOS Y OTROS A CORROBORAR",CARS
4564/2021,M348113,M,348.113,4.564,2.021,FIAT,2.021,N4PUNO EVO WAY,2.015,AUTO,MARRON,"PARAGOLPE DELANTERO FRENTE SEMIOPTICA IZQUIERDA CAPOT GUARDABARRO DELANTERO IZQUIERDO, CHASIS MECANICA EL?CTRICOS Y OTROS A CORROBORAR",CARS
4275/2021,M346679,M,346.679,4.275,2.021,KIA,2.021,N4PPICANTO ALL,2.019,AUTO,GRIS,AMBAS PUERTAS DELANTERAS IZQUIERDAS AMBOS GUARDABARROS IZQUIERDOS PARAGOLPE TRASERO ZOCALO INFERIOR IZQUIERDON DEM?S A CORROBORAR,CARS
4631/2021,M347867,M,347.867,4.631,2.021,PEUGEOT,2.021,N4P208 NEW 1.5,2.017,AUTO,ROJO,ENVOLVENTES. CARETA. CAPOT. OPTICAS. PORTON TRASERO. PARABRISAS.,CARS
4869/2021,M342670,M,342.670,4.869,2.021,SUZUKI,2.021,N4PCELERIO 1.0,2.015,AUTO,BLANCO,"PARAGOLPE TRASERO, CA?O DE ESCAPE, DEM?S DA?OS A CORROBORAR.",CARS
5106/2021,M345751,M,345.751,5.106,2.021,FIAT,2.021,N4PARGO TREKKIN,2.021,AUTO,GRIS,"PARAGOLPE DELANTERO, INSIGNIA DELANTERA, CHAPA MATRICULA DELANTERA, DEMAS A CORROBORAR",CARS
8179/2021,M346144,M,346.144,8.179,2.021,VOLKSWAGEN,2.021,N4PGOL V 1.6 PO,2.012,AUTO,BLANCO,"PARAGOLPE TRASERO,  ZOCALO IZQUIERDO,  PUERTAS IZQUIERDAS.",CARS
4642/2021,M345000,M,345.000,4.642,2.021,TOYOTA,2.021,N4PCOROLLA NUEV,2.018,AUTO,ROJO,"PUERTA DERECHA DELANTERA,ZOCALODERECHO, CONF DEMAS",CARS
4487/2021,M344996,M,344.996,4.487,2.021,CHEVROLET,2.021,N4PONIX NEW PLU,2.020,AUTO,AZUL,P.GOLPE DELANTERO FRENTE CAPOT GUARDABARROS DELANTEROS S/OPTICO CAMINERO LLANTA DELANTERA DERECHA AMBAS PUERTAS Y ZOCALO DERECHO GUARDABARRO TRASERO DERECHO CONF. TREN DELANTERO,CARS
5278/2021,M342659,M,342.659,5.278,2.021,CHEVROLET,2.021,N4PSPARK 800 LI,2.014,AUTO,GRIS,"PARAGOLPE TRASERO, TAPA DE BAUL, PANEL TRASERO.",CARS
3944/2021,M346416,M,346.416,3.944,2.021,PEUGEOT,2.021,N2008 NEW FELIN,2.020,AUTO,,PARAGOLPE TRASERO BAUL  TAPA Y LUNETA FAROLES TRASEROS GUARDABARROS TRASEROS  DEMAS A CONFIRNAR,CARS
4003/2021,M330857,M,330.857,4.003,2.021,VOLKSWAGEN,2.021,NGOL VI 1.6 GP,2.016,AUTO,GRIS,"AMBAS PUERTAS IZQUIERDAS,RETROVISOR IZQUIERDO, CRISTAL DE PUERTA DELANTERA IZQUIERDA, TAZA DELANTERA IZQUIERDA, GUARDABARRO DELANTERO IZQUIERDO, ZOCALO IZQUIERDO,TECHO",CARS
4092/2021,M342596,M,342.596,4.092,2.021,SUZUKI,2.021,N4PALTO,2.021,AUTO,GRIS,"GUARDABARRO DELANTERO IZQUIERDO, PUERTA DELANTERA IZQUIERDA",CARS
4345/2021,M292737,M,292.737,4.345,2.021,CHEVROLET,2.021,NONIX 1.4 LTZ 5,2.013,AUTO,AZUL,PARAGOLP DELANT OPTICA IZQ PUERT DEL IZQ CAPOT LADO IZQ,CARS
4985/2021,M346326,M,346.326,4.985,2.021,VOLKSWAGEN,2.021,NGOL V 1.6 POWE,2.012,AUTO,ROJO,"PARAGOLPE TRASERO, OPTICO TARSERO IZQ.,LUZ DEMATRICULA, DA?OS  MECANICOS DEMAS DA?OS A CORROBORRAR",CARS
4748/2021,M346320,M,346.320,4.748,2.021,TOYOTA,2.021,N4PCOROLLA 1.6,2.010,AUTO,GRIS,"ROTO: ENVOLVENTE TRASERO PARAGOLPE TRSSERO, ABOLLADO: TAPA BAUL, PANEL TRASERO, PISO BAUL..DEMAS DA?OS A CORROBORAR",CARS
4409/2021,M346329,M,346.329,4.409,2.021,RENAULT,2.021,NKWID 1.0 LIFE,2.021,AUTO,GRIS,"LATERAL DERECHO ,RUEDAS DELANTERAS EJE DELANTERO, DA?OS MECANICOS DEMAS DA?OS A CORROBORAR",CARS
3993/2021,M342362,M,342.362,3.993,2.021,LIFAN,2.021,N4P320 1.3 EXTR,2.013,AUTO,CELESTE,"GUARDABARRO DELANTERO DERECHO, GUARDABARRO DELANTERO IZQUIERDO, ENVOLVENTE DELANTERO DERECHO,CAPOT, OPTICO DELANTERO IZQUIERDO, OPTICO DELANTERO DERECHO, PARAGOLPE DELANTERO, CARETA, FAROL CAMINERO DERECHO, RADIADOR, DEMAS DA?OS A CORROBORAR POR MEC?NICO.    RADIADOR PARAGOLPE DEL CARETA CAPO",CARS
4257/2021,M346643,M,346.643,4.257,2.021,FIAT,2.021,N4PMOBI EASY 1.,2.019,AUTO,ROJO,PUERTA TRASERA DERECHA GUARDABARRO TRASERO DERECHO PARAGOLPE TRASERO DEMAS A CORROBORAR,CARS
3854/2021,M342586,M,342.586,3.854,2.021,SUZUKI,2.021,N4PCIAZ 1.4 GLX,2.015,AUTO,GRIS,"ESPEJO IZQUIERDO, AMBAS PUERTAS IZQUIERDAS.",CARS
3801/2021,M346300,M,346.300,3.801,2.021,VOLKSWAGEN,2.021,NUP TAKE 1.0 DI,2.017,AUTO,NARANJA,"PARAGOLPE DELANTERO,CAPOT, GUARD.DEL DERECHO GUAR DELANTERO IZQUIERDO,OPTICO DEL DERECHO DA?OS MECANICOS, DEMAS DA?OS A CORROBORRAR",CARS
3738/2021,M345960,M,345.960,3.738,2.021,VOLKSWAGEN,2.021,N4PUP MOVE,2.020,AUTO,GRIS,"PARAGOLPE DELANTERO ,CAPOT,CARETA,GUARDABARRO DELANTERO IZQUIERDO, INSIGNIA,DA?OS A CORROBORRAR EN FAROS DELANTEROS, FRENTE E INTERIORES.",CARS
4100/2021,M346615,M,346.615,4.100,2.021,RENAULT,2.021,N4PLOGAN AUTENT,2.018,AUTO,BCO,PARAGOLPE TRASERO TAPA BAUL SE?ALERO TRASERO DERECHO DEMAS A CORROBORAR,CARS
4610/2021,M346429,M,346.429,4.610,2.021,SUZUKI,2.021,N4PALTO MARUTI,2.019,AUTO,ROJO,PARAGOLPE TRASERO PUERTAS TRASERAS TECHO LUNETA FAROLES TRASEROS RUEDAS TRASERAS Y DELANTERAS GUARDABARROS TRASEROS  PORTON TRAS.PARANTES TRAS.A CORROBORAR MEC?NICOS CHASIS Y  DEMAS DA?OS...,CARS
3881/2021,M345699,M,345.699,3.881,2.021,CITROEN,2.021,N4PC3 NEW 1.6 L,2.020,AUTO,GRIS,"FRENTE, PARAGOLPE, OPTICAS, CARETA, GUARDABARRO DERECHO Y DEMAS A CORROBORAR.",CARS
3400/2021,M347202,M,347.202,3.400,2.021,M. BENZ,2.021,N2PGLA200,2.020,AUTO,BCO.,"PORTONNTRASERO, LUNETA",CARS
3917/2021,M346116,M,346.116,3.917,2.021,SUZUKI,2.021,N4PCELERIO 1.0,2.015,AUTO,BCO,"PARAGOLPES,PUERTA DE BAUL , CAPOT , CARETA , FRENTE , PANEL TRASERO , RADIADORES , MEC?NICA Y DEM?S A CORROBORAR.",CARS
4809/2021,M330852,M,330.852,4.809,2.021,CHEVROLET,2.021,N2PCELTA 1.4 CO,2.011,AUTO,NEGRO,AMB PARAGOLPES P.BA?L CAPO CARETA AMB OPT. DEL. AMB GUARD DEL RADIADOR,CARS
3863/2021,M346284,M,346.284,3.863,2.021,MITSUBISHI,2.021,NMIRAGE 1.2 EXT,2.014,AUTO,REGLAMEN,"PUERTA TRASERA DERECHA,GUARD.TRASERO DERECHO,PARAGOLPE TRASERO, RUEDA TRASERA DERECHA,DA?OS MECANICOS DEMAS DA?OS A CORROBORRAR",CARS
3956/2021,M346638,M,346.638,3.956,2.021,CHEVROLET,2.021,N4PCELTA 1.4 LT,2.013,AUTO,BCO,PARAGOLPE DELANTERO CARETA CAPO AMBAS OPTICAS DELANTERAS AMBOS RADIADORES PARABRISA DELANTERO MEC?NICA Y DEMAS A CORROBORAR,CARS
3875/2021,M342598,M,342.598,3.875,2.021,RENAULT,2.021,N4PKWID ZEN 1.0,2.020,AUTO,BLANCO,"GUARDABARRO DELANTERO DERECHO, PUERTA DELANTERA DERECHA, CSPOT, OPTICO DELANTERO DERECHO, PARAGOLPE DELANTERO, CARETA .DEMAS DA?OS A CORROBORAR POR MECANICO.",CARS
4735/2021,M342595,M,342.595,4.735,2.021,SUZUKI,2.021,NCELERIO 1.0 GA,2.015,AUTO,GRIS,"AMBAS PUERTAS DERECHAS, CRISTAL DE PUERTA DELANTERA DERECHA, AMBOS GUARDABARROS DERECHOS, SOCALO DERECHO.",CARS
4346/2021,M347287,M,347.287,4.346,2.021,CHEVROLET,2.021,N4PSPARK 1.0 LT,2.011,AUTO,GRIS,"AMBOS GUARDABARROS Y OPTICOS DELANTEROS,CAPOT,FRENTE,, PARAGOLPE DELANTERO,  RADIADOR , A CORROBORAR INT Y MEC",CARS
3544/2021,M346285,M,346.285,3.544,2.021,NISSAN,2.021,N4PVERSA NEW 1.,2.021,AUTO,NEGRO,"GUARD.DEL.IZQ.,AIRBAG,PARAGOLPE DELANTERO,DA?OS MECANICOS,DEMAS DA?OS A CORROBORAR",CARS
4103/2021,M342609,M,342.609,4.103,2.021,VOLKSWAGEN,2.021,N4PUP MOVE 1.0,2.016,AUTO,NEGRO,ABOLLADO: PUERTA DELANTERA DERECHA,CARS
5273/2021,M347302,M,347.302,5.273,2.021,HYUNDAI,2.021,N4PGRAND I10 1.,2.015,AUTO,BLANCO,AMBAS PUERTAS DERECHAS Z?CALO DERECHO CRISTAL TRASERO DERECHO GUARDABARRO TRASERO DERECHO,CARS
4054/2021,M342571,M,342.571,4.054,2.021,VOLKSWAGEN,2.021,N4PGOL VI 1.6 G,2.016,AUTO,GRIS,"A CORROBORAR TREN DELANTERO Y TRASERO, RUEDAS DELANTERAS, PUERTA DELANTERA DERECHA, Y DEMAS DA?OS A CORROBORAR.",CARS
4727/2021,M347301,M,347.301,4.727,2.021,CHERY,2.021,N4PNEW QQ 1.0 S,2.015,AUTO,AZUL,PARAGOLPE DELANTERO CARETA CAPOT OPTICA DERECHA,CARS
4151/2021,M346098,M,346.098,4.151,2.021,SUZUKI,2.021,N4PCELERIO 1.0,2.018,AUTO,GRIS,"PARAGOLPE DELANTERO,  CARETA , FRENTE , CAPOT , ?PTICO DERECHO,  A CORROBORAR OPTICO IZQUIERDO,  GUARDABARROS DELANTEROS Y DEM?S.",CARS
4455/2021,M335321,M,335.321,4.455,2.021,FAW,2.021,N4PN5 NEW 1.0 F,2.017,AUTO,HABANO,"ENVOLVENTE DELANTERO,CARETA,RADIADOR,AMBOS AIR BAGS,SEMIOPTICOS, PBRISA.CAPOT,FRENTE,AMBOS GDBARROS DEL,FALSO CHASIS,MECANICA BUTACAS DELANTERAS TREN DELANTERO",CARS
4036/2021,M347312,M,347.312,4.036,2.021,SUZUKI,2.021,N4PSWIFT,2.014,AUTO,NEGRO,PARAGOLPE TRASERO GUARDABARRO TRASERO IZQUIERDO,CARS
4089/2021,M345999,M,345.999,4.089,2.021,CHEVROLET,2.021,N4PONIX,2.020,AUTO,GRIS,PARGOLPE DEL CARETA CAPOAMB OPT DEL,CARS
2802/2021,M345309,M,345.309,2.802,2.021,CHEVROLET,2.021,N4PVECTRA GLS 2,2.010,AUTO,VERDE,"ENVOLVENTE Y REJILLA  DELANTERO, CAPOT, CARETA,A CORROBORAR INT Y MEC",CARS
3370/2021,M346262,M,346.262,3.370,2.021,RENAULT,2.021,N4PKWID 1.0 LIF,2.021,AUTO,BCO,PARAGOLPE DELANTERO GUARDABARRO DELANTERO DERECHO CAPOT CARETA BUCHE DELANTERO DERECHO DEFENDERS DE GUARDABARRO DELANTERO DERECHO ?PTICO DERECHO CUBIERTA Y LLANTA DELANTERA DERECHA PUERTA DELANTERA DERECHA RETROVISOR DERECHO A CONFIRMAR INTERNOS,CARS
4177/2021,M345659,M,345.659,4.177,2.021,FIAT,2.021,N4PMOBI EASY ON,2.018,AUTO,BLANCO,"PARAGOLPE TRASERO PARAGOLPE DELANTERO, OPTICA DERECHA",CARS
3146/2021,M345661,M,345.661,3.146,2.021,SUZUKI,2.021,N4PSWIFT,2.018,AUTO,AZUL,"FRENTE, CAPOT, CARETA, PARAGOLPE, OPTICAS, GUARDABARROS, RADIADOR Y OTROS A CONFIRMAR.",CARS
3550/2021,M345657,M,345.657,3.550,2.021,RENAULT,2.021,N4PCLIO IV 1.2,2.015,AUTO,GRIS,"AMBAS PUERTAS DERECHAS, ZOCALO DERECHO,GUARDABARRO DELANTERO DERECHO, AIR BAG CORTINA, CRISTAL DELANTERO DERECHO Y DEMAS A CORROBORAR. (NO ARRANCA)",CARS
2972/2021,M345888,M,345.888,2.972,2.021,BYD,2.021,N4PF0 1.0 GI FU,2.012,AUTO,GRIS,ENVOLVENTES. GUARDABARROS DELANTEROS. GUARDABARRO TRASERO DERECHO. ZOCALO DERECHO. TREN DELANTERO. LLANTAS DELANTERAS. AIRBAGS.AMBAS PUERTAS DER. A/CORROBORAR INTERIOR MECANICO Y DEMAS DA?OS,CARS
2856/2021,M345655,M,345.655,2.856,2.021,PEUGEOT,2.021,N4P301 ACTIVE 1,2.013,AUTO,,"CAPOT, INSIGNIA, PARAGOLPE, CARETA Y DEMAS A CORROBORAR.",CARS
3528/2021,M345591,M,345.591,3.528,2.021,AUDI,2.021,N4PQ2 DESIGN 1.,2.019,AUTO,GRIS,"PUERTA TRASERA DERECHA, GUARDABARRO TRASERO DERECHO,  PARAGOLPE TRASERO Y DEMAS A CORROBORAR",CARS
3555/2021,M346850,M,346.850,3.555,2.021,CHEVROLET,2.021,N4PCORSA LT   C,2.010,AUTO,GRIS,"PARAGOLPE TRASERO,TAPA BAUL., Z?CALO TRASERO  OPTICA TRASERA IZQUIERDA OTROS A CORROBORAR",CARS
2994/2021,M344688,M,344.688,2.994,2.021,SUZUKI,2.021,N2PCELERIO 1.0,2.017,AUTO,GRIS,CARETA CAPOT AMBOS RADIADORES AMBOS GUARDABARROS DELANTERO AMBOS AIRBAG DELANTEROS DEMAS A CORROBORAR,CARS
2845/2021,M345021,M,345.021,2.845,2.021,BYD,2.021,NF3 1.5 GLI FUL,2.016,AUTO,GRIS,PARAGOLPE TRASERO GUARDABARRO TRASERO IZQUIERDO PUERTAS LATERAL IZQUIERDO LUNETAS DE AMBAS PUERTAS ZOCALO TAPA BAUL DEMAS A CONFIRMAR,CARS
3375/2021,M343595,M,343.595,3.375,2.021,RENAULT,2.021,N4PKWID 1.0 ZEN,2.019,AUTO,BCO,"PARAGOLPE TRASERO,TAPA BAUL. A CORROBORAR OTROS",CARS
3075/2021,M342541,M,342.541,3.075,2.021,CHEVROLET,2.021,NCORSA 1.4 LS C,2.011,AUTO,GRIS,"PARAGOLPE DELANTERO CARETA FRENTE CAPOT, AMBOS GUARDABARROS DELANTEROS, AMBAS ?PTICAS DELANTEROS, TREN DELANTERO , DEMAS DA?OS A  CORROBORAR POR MECANICO.",CARS
4221/2021,M346256,M,346.256,4.221,2.021,DFM   DFSK (DON,2.021,NEQ 1021 NF 1.0,2.015,AUTO,GRIS,PARAGOLPE DELANTERO FRENTE CARETA CAPOT A CONFIRMAR INTERNOS Y RADIADOR ?PTICO IZQUIERDO,CARS
3701/2021,M346057,M,346.057,3.701,2.021,CHEVROLET,2.021,N4PJOY 1.0 FULL,2.020,AUTO,BLANCO,"PARAGOLPE DELANTERO,  ALMA DE PARAGOLPE DELANTERO, ?PTICOS,  CAPOT , CARETA , FRENTE , GUARDABARROS DELANTEROS,  RADIADORES,  MEC?NICA Y DEM?S A CORROBORAR.",CARS
2825/2021,M335304,M,335.304,2.825,2.021,CHEVROLET,2.021,NONIX 1.0 JOY A,2.017,AUTO,GRIS,CAPOT RADIADOR  CARETA PARAGOLPE DELANTERO OPTICA DELANTERA IZQUIERDA GUARDABARRO DELANTERO IZQUIERDO PUERTA  DELANTERA IZQUIERDA  A CORROBORAR MECANICOS Y OTROS,CARS
3487/2021,M344675,M,344.675,3.487,2.021,CHEVROLET,2.021,N4PONIX 1.0 JOY,2.017,AUTO,ROJO,AMBOS PARAGOLPES TAPA BAUL CAPOT OPTICA DELANTERA IZQUIERDA GUARDABARRO DELANTERO IZQUIERDO DEMAS A CORROBORAR,CARS
2754/2021,M344672,M,344.672,2.754,2.021,HYUNDAI,2.021,N4PI20 ACTIVE G,2.019,AUTO,BLANCO,CARETA PARAGOLPE DELANTERO DEMAS A CORROBORAR,CARS
3249/2021,M345033,M,345.033,3.249,2.021,FIAT,2.021,N4PUNO EVO WAY,2.015,AUTO,GRIS,PARAGOLPE DELANTERO CARETA RADIADOR DEMAS A CONFIRMAR,CARS
3240/2021,M346043,M,346.043,3.240,2.021,CHEVROLET,2.021,N4PJOY 1.0 FULL,2.020,AUTO,GRIS,"PARAGOLPE TRASERO,  PUERTA DE BA?L,  PANEL TRASERO , FAROLES TRASEROS , PISO DE BA?L,  GUARDABARROS TRASEROS,  DEM?S A CORROBORAR.",CARS
4019/2021,M343570,M,343.570,4.019,2.021,CHEVROLET,2.021,N4PONIX 1.0 JOY,2.017,AUTO,GRIS,AMBAS PUERTAS DERECHAS GUARDABARRO Y PARAGOLPE TRASERO,CARS
2843/2021,M342529,M,342.529,2.843,2.021,CHEVROLET,2.021,NPRISMA NUEVO 1,2.019,AUTO,,"PARAGOLPE DELANTERO, CARETA ,CAPOT,AMBAS OPTICOS DELANTEROS,  DEMAS DA?OS A CORROBORAR POR MECANICO.",CARS
3340/2021,M330822,M,330.822,3.340,2.021,KIA,2.021,N4PPICANTO NEW,2.016,AUTO,BLANCO,PARAGOLPE DELANTERO Y TRASERO.PUERTAS IZQUIERDAS.ZOCALO IZQUIERDO.GUARDABARROS IZQUIERDOS.DEMAS A CORROBOAR.,CARS
3970/2021,M346245,M,346.245,3.970,2.021,RENAULT,2.021,NCAPTUR 1.2T PR,2.017,AUTO,CREMA,PARAGOLPE DELANTERO GUARDABARRO DELANTERO DERECHO BUCHE DELANTERO DERECHO,CARS
3125/2021,M344853,M,344.853,3.125,2.021,RENAULT,2.021,N4PKWID,2.020,AUTO,ROJO,"PARAGOLPE DELANTERO,CAPO,CARETA,OPTICAS,AMBIS GUARDABARROS DELANTEROS,CONF MECANICA Y DEMAS DA?OS",CARS
3394/2021,M345896,M,345.896,3.394,2.021,SUZUKI,2.021,N4PALTO MARUTI,2.017,AUTO,GRIS,"PUERTA DELANTERA DERECHA, ESPOL?N, GUARDABARRO DELANTERO DERECHO, PARAGOLPE DELANTERO, FARO DELANTERO DERECHO, TASA DE RUEDA DELANTERA DERECHA, DA?OS A CORROBORRAR EN MEC?NICA, TREN DELANTERO , CARROCER?A E INTERIORES .",CARS
3369/2021,M346047,M,346.047,3.369,2.021,LIFAN,2.021,N4P620 1.5   1.,2.018,AUTO,GRIS,"AIRBAGS,TABLERO, VOLANTE ,PARABRISAS,  CAPOT , GUARDABARROS DELANTEROS,  PARAGOLPE DELANTERO,  ALMA DE PARAGOLPE DELANTERO,  OPTICOS, CARROCERIA , CAMINERO DERECHO , RECIPIENTE DE AGUA , RADIADORES , CARETA, FRENTE, BUCHES DELANTEROS,  MEC?NICA Y DEM?S A CORROBORAR.",CARS
3406/2021,M344872,M,344.872,3.406,2.021,SUZUKI,2.021,N4PALTO MARUTI,2.018,AUTO,GRAFITO,"PUERTAS IZQ,RUEDAS TRASERAS,CONF PISOS Y DEMAS",CARS
4694/2021,M342558,M,342.558,4.694,2.021,CITROEN,2.021,NC3 NEW 1.2 FEE,2.019,AUTO,BLANCO,"PARAGOLPE DELANTERO OPTICO IZQUIERDO, CAPOT. DEMAS DA?OS A CORROBORAR POR MECANICO.",CARS
3622/2021,M346045,M,346.045,3.622,2.021,CHEVROLET,2.021,N4PONIX 1.4 LTZ,2.014,AUTO,,"RUEDA DELANTERA DERECHA , CAMINEROS , OPTICOS,  CAPOT, CARETA , FRENTE , RADIADORES, PARAGOLPE DELANTERO,  ALMA DE PARAGOLPE DELANTERO,  GUARDABARROS DELANTEROS,  P?RDIDA DE FLUIDOS,  MEC?NICA Y DEM?S A CORROBORAR POR POSICION FINAL",CARS
3666/2021,M346825,M,346.825,3.666,2.021,VOLKSWAGEN,2.021,N4PUP NUEVO MOV,2.019,AUTO,BLANCO,"ENVOLVENTE DELANTERO Y TRASERO DERECHO  GUARDABARRO DELANTERO Y TRASERO DERECHO,  PUERTA DELANTERA Y TRASERA DERECHA,  Z?CALO DERECHO,  RUEDA DELANTERA DERECHA  OTROS A CORROBORAR",CARS
3337/2021,M346271,M,346.271,3.337,2.021,FIAT,2.021,NMOBI EASY 1.0,2.019,AUTO,BLANCO,"PUERTA TRASERA IZQUIERDA ZOCALO IZQUIERDO ,PUERTA DELANTERA IZQUIERDA, GUARD.TRASERO IZQUIERDO, A CORROBORAR OTROS DA?OS",CARS
3123/2021,M345338,M,345.338,3.123,2.021,FIAT,2.021,N4PSIENA 1.4 FI,2.011,AUTO,GRIS,"PARAGOLPE TRASERO, BARRA DE BAUL, TAPA DE BAUL, AMBOS FAROLES",CARS
2859/2021,M345304,M,345.304,2.859,2.021,CITROEN,2.021,N2PBERLINGO 1.6,2.018,AUTO,BLANCA,AMBOS PARAGOLPES AMBAS PUERTAS DE CARGA,CARS
2812/2021,M330806,M,330.806,2.812,2.021,HYUNDAI,2.021,N4PHD 20,2.021,AUTO,NEGRO,"PARAGOLPE DELANTERO,CARETA,ESPOLON,FAROLES DELANTEROS.DEMAS A CORROBORRAR",CARS
2411/2021,M343682,M,343.682,2.411,2.021,FIAT,2.021,NUNO EVO WAY 1.,2.016,AUTO,GRIS,PORT?N TRASERO PANEL TRASERO LATERAL TRASERO IZQUIERDO GUARDABARRO TRASERO IZQUIERDO PARAGOLPE TRASERO DEFENDER TRASERO IZQUIERDO PUERTA TRASERA IZQUIERDA LLANTA TRASERA IZQUIERDA Y LLANTA DELANTERA DERECHA A CONFIRMAR INTERNOS TREN TRASERO,CARS
3091/2021,M345867,M,345.867,3.091,2.021,KIA,2.021,N4PPICANTO NEW,2.016,AUTO,BLANCO,"AMBOS PARAGOLPES, BAUL, CAPOT,PARABRISAS, TECHO,FRENTE, CARETA,FAROS DELANTEROS Y TRASEROS, LUNETA TRASERA, LOS 4 GUARDABARROS ,PANEL TRASERO,AMBOS Z?CALOS, RUEDA DELANTERA IZQUIERDA, SE ACTIVAN AMBOS AIRBAGS DELANTEROS, DA?OS A CORROBORAR EN CHASIS, MECANICA Y CARROCER?A, PERDIDA DE FLUIDOS.",CARS
1956/2021,M343799,M,343.799,1.956,2.021,CHEVROLET,2.021,NSAIL LTZ 1.4 F,2.014,AUTO,GRIS,OPTICO IZQUIERDO PARAGOLPE DELANTERO GUARDABARRO DELANTERO IZQUIERDO PUERTA DELANTERA IZQUIERDA RETROVISOR IZQUIERDO PTA.TRAS.IZQ,CARS
2712/2021,M345829,M,345.829,2.712,2.021,GEELY,2.021,N4PEMGRAND GS 1,2.019,AUTO,BEIGE,ENVOLVENTE DELANTERO,CARS
2935/2021,M344642,M,344.642,2.935,2.021,FIAT,2.021,N4PUNO EVO ATTR,2.017,AUTO,GRIS,PARAGOLPE TRASERO  PORTON  TRASERO DEMAS A CORROBORAR,CARS
2280/2021,M345610,M,345.610,2.280,2.021,VOLKSWAGEN,2.021,N4PUP NUEVO MOV,2.019,AUTO,ROJO,"PARAGOLPE DELANTERO,  CAMINEROS, OPTICA DERECHA, GUARDABARRO DERECHO, MATRICULA Y DEMAS A CORROBORAR.",CARS
3931/2021,M345813,M,345.813,3.931,2.021,CHEVROLET,2.021,N4PSPARK 1.0 LS,2.012,AUTO,GRIS,ENVOLVENTE DELANTERO. OPTICA IZQUIERDA. CAPOT.,CARS
