STRO,DENUNCIA,TR_SERIE,TR_NRO_DENUNCIA,NRO_STRO,ANIO_STRO,TR_MARCA,TATMP_NU_ANNIO,TR_MODELO,TR_ANIO,TIPO_VEH,COLOR,TR_DANIOS,EMPRESA
2674/2021,M345608,M,345.608,2.674,2.021,RENAULT,2.021,N4PSANDERO 1.6,2.018,AUTO,GRIS,"FRENTE MOVIDO, PARAGOLPE, CARETA, OPTICAS, GUARDABARROS Y DEMAS A CORROBORAR.",CARS
2755/2021,M344562,M,344.562,2.755,2.021,SUZUKI,2.021,NCELERIO 1.0 GL,2.018,AUTO,BLANCO,"AMBOS GUARDABARROS Y OPTICOS DELANTEROS,  CAPOT,FRENTE,CARETA, PARAGOLPE DELANTERO,  A CONFIRMAR INTERNOS Y MEC",CARS
2438/2021,M345514,M,345.514,2.438,2.021,SUZUKI,2.021,N4PSWIFT 1.2 GA,2.015,AUTO,GRIS,"PARAGOLPE DELANTERO,ESPOLON,FAROLES DELANTEROS., Z?CALO DELANTERO,  CHASIS MECANICA EL?CTRICOS Y OTROS A CORROBORAR",CARS
2811/2021,M345510,M,345.510,2.811,2.021,RENAULT,2.021,N2PKWID 1.0 INT,2.019,AUTO,,TAMBOR PUERTA DELANTERA IZQUIERDA  PUERTAS LATERAL DERECHO GUARDABARRO Y FENDER TRASERO DERECHO ESPEJO LLANTA DELANTERA DERECHA DEMAS A CONFIRMAR,CARS
2905/2021,M344581,M,344.581,2.905,2.021,HYUNDAI,2.021,NHB20,2.021,AUTO,AZUL,"PUERTA TRASERA IZQUIERDA,  MANIJA PUERTA DELANTERA IZQUIERDA,  AMBOS OPTICOS Y GUARDABARROS DELANTEROS , CAPOT,FRENTE,CARETA, PARAG. DEL, PUERTAS DERECHAS, A CONF INT MEC Y DEMAS POR PODICION FINAL.",CARS
2814/2021,M345637,M,345.637,2.814,2.021,SUZUKI,2.021,N4PSWIFT 1.2 GA,2.015,AUTO,AZUL,"PORTON TRASERO, PARAGOLPE Y DEMAS A CORROBORAR.",CARS
3563/2021,M345632,M,345.632,3.563,2.021,V.W.,2.021,N4PUP,2.017,AUTO,GRIS,"GUARDABARRO TRASERO DERECHO, AMBOS PARAGOLPES, PUERTA TRASERA DERECHA, GUARDABARRO DELANTERO DERECHO, OPTICA.",CARS
2144/2021,M344645,M,344.645,2.144,2.021,NISSAN,2.021,N4PVERSA 1.6 SE,2.013,AUTO,VERDE,CARETA CAPOT PARAGOLPE DELANTERO AMBOS GUARDABARROS DELANTEROS AMBOS RADIADORES AMBOS AIRBAG DELANTEROS PARABRISA DELANTERO  MECANICA Y  DEMAS A CORROBORAR,CARS
3827/2021,M345577,M,345.577,3.827,2.021,JAC,2.021,N2PA 138 / J3 T,2.012,AUTO,AZUL,"PARABRISAS, CAPOT, CARETA, OPTICO IZQUIERDO, PARAGOLPE DELANTERO",CARS
2707/2021,M342176,M,342.176,2.707,2.021,FIAT,2.021,N4PUNO EVO WAY,2.017,AUTO,GRIS,"PARAGOLPE DELANTERO,  CAPOT , CARETA , FRENTE , GUARDABARROS DELANTEROS,  BAGUETA DE GUARDABARROS DELANTEROS,  OPTICO IZQUIERDO,  MEC?NICA Y DEM?S A CORROBORAR",CARS
2486/2021,M345573,M,345.573,2.486,2.021,HYUNDAI,2.021,N4PATOS,2.020,AUTO,GRIS,"AMBAS PUERTAS DERECHAS,  GUARDABARRO TRASERO DERECHO,  RETROVISOR DERECHO",CARS
2345/2021,M344539,M,344.539,2.345,2.021,CHEVROLET,2.021,N4PSAIL 1.4  LT,2.013,AUTO,GRIS,"PARAGOLPE DELANTERO, GUARDABARRO Y  PUERTA DELANTERA IZQ.,  A CONFIRMAR CAPOT, OPTICO DELANTERO IZQUIERDO,",CARS
2133/2021,M343395,M,343.395,2.133,2.021,CHEVROLET,2.021,N4PPRISMA 1.4 L,2.015,AUTO,BCO,"GUARDABARRO TRASERO DERECHO, FAROL, LATERAL, PUERTAS Y GUARDABARRO DELANTERO.",CARS
2821/2021,M343549,M,343.549,2.821,2.021,NISSAN,2.021,N4PTIIDA 1.8 EX,2.012,AUTO,NEGRO,PARAGOLPE TRASERO TAPA BAUL PISO BAUL FAROS TRASEROS A CORROBORAR OTROS,CARS
2305/2021,M342171,M,342.171,2.305,2.021,TOYOTA,2.021,N4PCOROLLA 1.8,2.015,AUTO,GRIS,"PUERTAS DERECHAS , RETROVISOR DERECHO,  GUARDABARRO TRASERO DERECHO,  PARAGOLPE TRASERO.",CARS
2529/2021,M345559,M,345.559,2.529,2.021,SUZUKI,2.021,N4PDZIRE 1.2 GL,2.020,AUTO,BCA,"AMBAS PUERTAS DERECHAS,  GUARDABARRO DELANTERO DERECHO, RETROVISOR DERECHO,  NEUM?TICO DELANTERO DERECHO Y LLANTA. DEMAS A CORROBORAR.",CARS
2205/2021,M345523,M,345.523,2.205,2.021,SUZUKI,2.021,N4PBALENO 1.4 G,2.018,AUTO,AZUL,"PARAGOLPE TRASERO, PANEL TRASERO, TAPA DE BA?L,  AMBAS ?PTICAS TRASERAS,  AMBOS GUARDABARROS TRASEROS, PORTEZUELA DE COMBUSTIBLE,  LUNETA TRASERA,  LATERALES TRASEROS Y DEMAS A CORROBORAR",CARS
3714/2021,M342522,M,342.522,3.714,2.021,FORD,2.021,N4PFIESTA 1.6 1,2.016,AUTO,ROJO,PUERTA DELANTERA IZQUIERDA,CARS
3035/2021,M342519,M,342.519,3.035,2.021,PEUGEOT,2.021,N4P208 NEW 1.2T,2.017,AUTO,BCO,"PARAGOLPE DELANTERO,CAPOT,CARETA, AMBAS OPTICOS DELANTEROS,  DEMAS DA?OS A CORROBORAR POR MECANICO.",CARS
2560/2021,M344843,M,344.843,2.560,2.021,SUZUKI,2.021,N4PCELERIO NEW,2.020,AUTO,GRIS,"GUARDABARRO DELANTERO IZQUIERDO,PARAGOLPE DELANTERO, PERDIDA DE AGUA,RUEDA DELANT IZQ,PUERTA DELANTERA IZQ,CONF DEMAS",CARS
1631/2021,M345418,M,345.418,1.631,2.021,CHEVROLET,2.021,N4PEQUINOX 1.5T,2.018,AUTO,,"PUERTA TRASERA DERECHA, GUARDABARRO TRASERO DERECHO,  PARAGOLPE TRASERO",CARS
1803/2021,M345424,M,345.424,1.803,2.021,NISSAN,2.021,N4PVERSA 1.6 SE,2.014,AUTO,BLANCO,"PARAGOLPE TRASERO, TAPA DE BAUL. AMBAS SEMIOPTICOS TRASEROS, AMBOS LATERALES, PANEL TRASERO, PISO DE BAUL, A CORROBORAR OTROS DA?OS",CARS
1382/2021,M345135,M,345.135,1.382,2.021,CHEVROLET,2.021,NONIX NUEVO ACT,2.018,AUTO,BORDO,SEMIOPTICA DERECHA GUARDABARRO DELANTERO DERECHO CAPOT FRENTE PARAGOLPE DELANTERO,CARS
2071/2021,M342978,M,342.978,2.071,2.021,RENAULT,2.021,N2PCLIO 1.2 MIO,2.013,AUTO,ROJO,"TAOA VALIJA,VALIJA,FAROLES TRASEROS,PARAGOLPE TRASERO,CONF DEMAS",CARS
1579/2021,M345252,M,345.252,1.579,2.021,PEUGEOT,2.021,N4P207 COMPACT,2.013,AUTO,BCO,AMBAS PUERTAS IZQUIERDAS GUARDABARRO DELANTERO IZQUIERDO PARAGOLPE DELANTERO OPTICA IZQUIERDA DEMAS A CORROBORAR,CARS
2059/2021,M345231,M,345.231,2.059,2.021,CHEVROLET,2.021,NONIX 1.0 JOY A,2.017,AUTO,GRIS,"PARAGOLPE DELANTERO,PARAGOLPE TRASERO,TAPAB BAUL.FAROL TRASERO DERECHO,.GUARDABARRO TRASERO DERECHO.CARETA, CAPOT   GUARDABARRO DELANTERO DERECHO,  A CORROBORAR INT MEC Y DEMAS",CARS
2869/2021,M344169,M,344.169,2.869,2.021,CHANA CHANGAN,2.021,N2PSTAR CARGO 1,2.016,AUTO,BLANCO,PARAGOLPE DELANTERO CARETA RADIADOR PERDIDA DE LIQUIDOS CAPO AMB OPT DEL AMB GUARD DEL,CARS
1655/2021,M344162,M,344.162,1.655,2.021,RENAULT,2.021,N4PCLIO IV 1.2,2.014,AUTO,GRIS,ENVOLVENTE TRASERO.  PORTON TRASERO.,CARS
1694/2021,M345244,M,345.244,1.694,2.021,CHEVROLET,2.021,N4PONIX NUEVO 1,2.018,AUTO,GRIS,PARAGOLPE TRASERO TAPA DE BAUL LUNETA AMBOS FAROLES DEMAS A CORROBORAR,CARS
5219/2021,M345205,M,345.205,5.219,2.021,FIAT,2.021,N4PMOBY,2.019,AUTO,GRIS,PARAGOLPE DELANTERO CARETA CAPOT OPTICA IZQUIERDA,CARS
2863/2021,M342462,M,342.462,2.863,2.021,VOLKSWAGEN,2.021,N4PUP MOVE /ESP,2.017,AUTO,GRIS,"PARAGOLPE TRASERO, PARAGOLPE DELANTERO, DEMAS DA?OS A CORROBORAR",CARS
3766/2021,M342459,M,342.459,3.766,2.021,NISSAN,2.021,N4PKICKS ADVANC,2.017,AUTO,GRIS,"PURTA DE BAUL, PARA GOLPE TRASERO.",CARS
3178/2021,M345173,M,345.173,3.178,2.021,VOLKSWAGEN,2.021,NUP MOVE 1.0 FU,2.016,AUTO,BCO,AMBOS PARAGOLPES LUZ DE MATR.TRASERA  A CORROBORAR OTROS,CARS
1982/2021,M345201,M,345.201,1.982,2.021,VOLKSWAGEN,2.021,NUP MOVE 1.0 FU,2.016,AUTO,BLANCO,"PARAGOLPE DELANTERO LADO DERECHO, CARETA, CAPOT, A CORROBORAR INT MEC OPTICAS GUARDABARROS DELANTEROS",CARS
2602/2021,M345143,M,345.143,2.602,2.021,NISSAN,2.021,NVERSA 1.6 SENS,2.016,AUTO,ROJO,PARAGOLPE TRASERO BAUL TAPA FAROLES TRASEROS GUARDABARROS TRASEROS DEMAS A CONFIRMAR,CARS
1479/2021,M345133,M,345.133,1.479,2.021,BYD,2.021,N4PF0 1.0 GLX I,2.015,AUTO,GRIS,AMBOS GUARDABARROS DERECHOS AMBAS PUERTAS DERECHAS AMBOS PARAGOLPES,CARS
1877/2021,M344492,M,344.492,1.877,2.021,RENAULT,2.021,N4PKWID 1.0 LIF,2.020,AUTO,GRIS,AMBOS AIRBAG DELANTEROS PARABRISA PARAGOLPE DELANTERO TREN DELANTERO RDIADOR OPTICOS CUBIERTAS Y LLANTAS DELANTERAS Z?CALOS IZQUIERDOS PUERTA DELANTERA IZQUIERDA CAPOT DEFENDERS DELANTEROS BUCHES DELANTEROS GUARDABARROS DELANTEROS A CONFIRMAR INTERNOS MEC?NICOS DIRECCI?N,CARS
1254/2021,M344478,M,344.478,1.254,2.021,TOYOTA,2.021,NETIOS NUEVO 1.,2.019,AUTO,CHAMPAGNE,"FAROLES PORT?N TRASERO PANEL TRASERO SENSORES DE MARCHA ATR?S AMBOS GUARDABARROS TRASEROS CIERRE DE PORT?N A CONFIRMAR INTERNOS, Y DEM?S",CARS
1975/2021,M344503,M,344.503,1.975,2.021,CHEVROLET,2.021,N4PAVEO 1.6 LS,2.011,AUTO,CHAMPAGNE,"ENVOLVENTE TRASERO, :TAPA BAUL PANEL TRASERO CIERRE DE BAUL PORTON TRASERO FAROL IZQUIERDO A CONFIRMAR INTERNOS PISO Y DEMAS",CARS
1105/2021,M343996,M,343.996,1.105,2.021,SUZUKI,2.021,N4PSWIFT NUEVO,2.020,AUTO,BCO,PARAGOLPE DELANTERO CARETA CAPOT OPTICA IZQUIERDA DEMAS A CORROBORAR,CARS
1749/2021,M343379,M,343.379,1.749,2.021,VOLKSWAGEN,2.021,N4PUP HIGH 1.0,2.017,AUTO,GRIS,"AMBOS PARAGOLPES,  PORTON TRASERO, FAROL DERECHO, RUEDA DELANTERA IZQUIERDA, CAMINERO IZQUIERDO Y OTROS A CONFIRMAR.",CARS
1865/2021,M343633,M,343.633,1.865,2.021,TOYOTA,2.021,NPRIUS NUEVO C,2.019,AUTO,GRIS,"PUERTA TRASERA IZQUIERDA,PUERTA DELANTERA IZQUIERDA,GUARD.TRASERO IZQ.PARAGOLPE TRASERO  DEMAS DA?OS A CORROBORAR",CARS
2219/2021,M342952,M,342.952,2.219,2.021,FIAT,2.021,N4PGRAND SIENA,2.021,AUTO,BLANCO,PARABRISAS (IGUAL CIRCULA) AMBOS P.GOLPES FRENTE CARETA CAPOT TAPA BAUL PANEL TRASERO GUARDABARROS DELANTEROS CONF. SOPORTES S/OPTICOS INT BAUL RADIADOR PUERTAS DELANTERAS,CARS
2571/2021,M342951,M,342.951,2.571,2.021,PEUGEOT,2.021,N4P207 COMPACT,2.011,AUTO,VERDE,P.GOLPE DELANTERO FRENTE CARETA CAPOT S/OPTICO RUEDA BUCHE Y GUARDABARRO DELANTERO DERECHO PUERTA Y GUARDABARRO DELANTERO IZQUIERDO CONF. TREN DELANTERO,CARS
2049/2021,M342490,M,342.490,2.049,2.021,VOLKSWAGEN,2.021,N4PUP MOVE 1.0,2.016,AUTO,GRIS,"PARAGOLPE DELANTERO, CAPOT, OPTICOS DELANTEROS, RUEDAS DELANTERAS DEMAS A CORROBORAR",CARS
3641/2021,M342489,M,342.489,3.641,2.021,FIAT,2.021,N4PUNO EVO WAY,2.016,AUTO,GRIS,"PARAGOLPE DELANTERO, CARETA.",CARS
2880/2021,M342486,M,342.486,2.880,2.021,CHEVROLET,2.021,N4PONIX NUEVO 1,2.018,AUTO,BCO,"PUERTA TRASERA DERECHA, GUARDABARRO TRASERO DERECHO, PARAGOLPE TRASERO.",CARS
2768/2021,M344166,M,344.166,2.768,2.021,CITROEN,2.021,N4PNEMO 1.4 FUR,2.014,AUTO,ROJO,ENVOLVENTE DELANTERO. GUARDABARROS IZQUIERDOS. PUERTA IZQUIERDA. LATERAL IZQUIERDO. ZOCALO IZQUIERDO. CRISTAL DELANTERO IZQUIERDO,CARS
2156/2021,M342158,M,342.158,2.156,2.021,VOLKSWAGEN,2.021,N4PUP MOVE /ESP,2.017,AUTO,GRIS,"RETROVISOR DERECHO , GUARDABARRO DELANTERO DERECHO,  PARAGOLPE DELANTERO,  A CORROBORAR ZOCALO DERECHO",CARS
7883/2021,M341694,M,341.694,7.883,2.021,PEUGEOT,2.021,N4P208 ALLURE,2.017,AUTO,GRIS,"PUERTA TRASERA IZQUIERDA, GUARDABARRO TRASERO IZQUIERDO.PARAGOLPE TRASERO.MANIJA DE PUERTA.LATERAL TRASERO IZQUIERDO.",CARS
2163/2021,M292729,M,292.729,2.163,2.021,CHEVROLET,2.021,NCORSA 1.4  LT,2.012,AUTO,DORADO,"PARAGOLPE DELANTERO,GUARDABARRO DELANTERO DERECHO,OPTICA DEL DER",CARS
1425/2021,M342433,M,342.433,1.425,2.021,CHEVROLET,2.021,N4PONIX 1.0 LT,2.017,AUTO,GRIS,"PUERTA DELANTERA DERECHA, ZOCALO DERECHO, GUARDABARRO DELANTERO DERECHO.",CARS
1736/2021,M344386,M,344.386,1.736,2.021,RENAULT,2.021,N4PSANDERO 1.6,2.013,AUTO,BORDEAU,CRISTAL PUERTA DELANTERA DERECHA PUERTA DELANTERA DERECHA GUARDABARRO DELANTERO DERECHO Z?CALO DERECHO RUEDA DELANTERA DERECHA OTROS A CORROBORAR,CARS
1039/2021,M343344,M,343.344,1.039,2.021,RENAULT,2.021,N4PLOGAN NUEVO,2.019,AUTO,GRIS,"PARAGOLPE DELANTERO, CARETA,CAPOT,GUARDABARRO DELANTERO IZQUIERDO.PUERTA DELANTERA IZQUIERDA.FAROLES DELANTEROS.DEMAS A CORROBORAR",CARS
1054/2021,M343979,M,343.979,1.054,2.021,CITROEN,2.021,NC3 NEW 1.6 LIV,2.020,AUTO,BCO,"AMBOS GUARDABARROS Y OPTICOS DELANTEROS,CAPOT, CARETA, BUCHES DELS, FRENTE, PARAGOLPE DELANTERO Y REJILLA, A CORROBORAR INT Y MEC",CARS
3307/2021,M342414,M,342.414,3.307,2.021,AUDI,2.021,N4PQ7 3.0 TFSI,2.016,AUTO,AZUL,"PARAGOLPE TRASERO, FAROL INFERIOR TRASERO IZQUIERDO",CARS
1434/2021,M343290,M,343.290,1.434,2.021,KIA,2.021,N4PPICANTO ALL,2.020,AUTO,CELESTE,"PARAGOLPE DELANTERO, OPTICA IZQUIERDA, GUARDABARRO Y DEMAS A CORROBORAR.",CARS
1642/2021,M303975,M,303.975,1.642,2.021,NISSAN,2.021,N4PNOTE 1.6 ADV,2.013,AUTO,NEGRO,"ROTO: CUBIERTA DEL. IZQUIERDA, CUBIERTA TRASERA DERECHA, TREN DELANTERO,  PARA GOLPE DEL?NTERO,SOCALO IZQUIERDO,  DEMAS DA?PS A CORROBORAR POR MECANICO .",CARS
2374/2021,M342128,M,342.128,2.374,2.021,CHEVROLET,2.021,N4PSPARK,2.010,AUTO,NEGRO,"FRENTE, PARAGOLPE DELANTERO, OPTICOS ,CAPOT , ALMA DE PARAGOLPE DELANTERO,  RADIADORES, GUARDABARROS DELANTEROS,  CARETA , MEC?NICA Y DEM?S A CORROBORAR.",CARS
1805/2021,M342941,M,342.941,1.805,2.021,RENAULT,2.021,N4PCLIO MIO 1.2,2.015,AUTO,GRIS,P.GOLPE DELANTERO FRENTE CARETA CAPOT S/OPTICOS Y GUARDABARROS DELANTEROS RADIADORES TREN DELANTERO LLANTA TRASERA DERECHA ZOCALO DERECHO TECHO ESPEJO IZQUIERDO PUERTA DELANTERA IZQUIERDA. CONF. MEC ESPEJO DERECHO LATERAL DERECHO,CARS
1107/2021,M342938,M,342.938,1.107,2.021,FIAT,2.021,N4PUNO EVO NUEV,2.018,AUTO,VERDE,P.GOLPE DELANTERO FRENTE CARETA CAPOT S/OPTICO Y GUARDABARRO DELANTERO IZQUIERDO CONF. RADIADOR PUERTA DELANTERA IZQUIERDA,CARS
1128/2021,M342426,M,342.426,1.128,2.021,PEUGEOT,2.021,N4P208 1.2 NEW,2.017,AUTO,BLANCO,"CAPOT, GUARDABARRO DELANTERO DERECHO, PARAGOLPE DELANTERO, CARETA, OPTICO DELANTERO DERECHO, DEMAS DA?OS A CORROBORAR POR MEC?NICO.",CARS
1109/2021,M343955,M,343.955,1.109,2.021,HYUNDAI,2.021,N4PHB 20 1.6 SP,2.019,AUTO,GRIS,"PARAGOLPE DELANTERO.CARETA, A CORROBORAR CAPOT.FAROLES DELANTEROS.INTERNOS",CARS
2290/2021,M342300,M,342.300,2.290,2.021,RENAULT,2.021,N4PKWID 1.0 ZEN,2.017,AUTO,NEGRO,"PARAGOLPE DELANTERO, GUARDABARRO DELANTERO IZQUIERDO.",CARS
977/2021,M342299,M,342.299,977,2.021,CHEVROLET,2.021,N4PJOY 1.0 FULL,2.020,AUTO,AZUL,"CAPOT, PUERTA DELANTERA DERECHA, GUARDABARROS DELANTEROS, PARAGOLPE DELANTERO, OPTICOS DELANTEROS, RADIADOR, DEMAS DA?OS A CORROBORAR",CARS
830/2021,M344312,M,344.312,830,2.021,SUZUKI,2.021,N4PCELERIO,2.020,AUTO,ROJO,"PARAGOLPE DELANTERO, ESPOLON, CARETA Y DEMAS A CORROBORAR.",CARS
1082/2021,M342927,M,342.927,1.082,2.021,SUZUKI,2.021,N4PCELERIO NEW,2.019,AUTO,BLANCO,P.GOLPE DELANTERO FRENTE CARETA CAPOT S/OPTICOS Y GUARDABARROS DELANTEROS PARABRISAS AIRBAGS TABLERO VOLANTE RADIADORES PUERTA GUARDABARRO Y MANIJA PUERTA TRASERA DERECHA CONF. MEC TREN DELANTERO PISO,CARS
1440/2021,M344471,M,344.471,1.440,2.021,CITROEN,2.021,N4PC3 NEW 1.6 V,2.019,AUTO,BCO,"GUARD DEL.IZQUIERDO,RUEDA DELANTERA IZQ., PUERTA DEL. IZQUIERDA, DEMAS DA?OS A CORROBORAR",CARS
2736/2021,M344467,M,344.467,2.736,2.021,CHEVROLET,2.021,NONIX 1.0 LS A/,2.016,AUTO,GRIS,CARETA PARAGOLPE DELANTERO,CARS
1152/2021,M342910,M,342.910,1.152,2.021,FIAT,2.021,N4PUNO EVO ATTR,2.018,AUTO,ROJO,AMBOS P.GOLPES PANEL TRASERO TAPA Y PISO BAUL GUARDABARRO TRASERO IZQUIERDO CONF. INT BAUL FRENTE,CARS
1037/2021,M344326,M,344.326,1.037,2.021,LIFAN,2.021,N4P320 1.3 FULL,2.012,AUTO,GRIS,"PARAGOLPE DELANTERO, GUARDABARRO DELANTERO IZQUIERDO, OPTICO, CAPOT,  CAMINERO,  TREN DELANTERO,  RUEDA DELANTERA  IZQUIERDA Z?CALO IZQUIERDO  MECANICA EL?CTRICOS Y OTROS A CORROBORAR",CARS
1350/2021,M344324,M,344.324,1.350,2.021,HYUNDAI,2.021,N4PHB 20 1.6 SP,2.019,AUTO,BCO,"ENVOLVENTE DELANTERO GUARDABARRO DELANTERO DERECHO, CAPOT  OTROS A CORROBORAR",CARS
1233/2021,M342415,M,342.415,1.233,2.021,RENAULT,2.021,N4PKWID 1.0 ICO,2.020,AUTO,GRIS,"PUERTA DELANTERA  DERECHA, PUERTA TRASERA DERECHA, CRISTAL DE PUERTA DELANTERA DERECHA, ZOCALO DERECHO, TECHO, LATERAL TRASERO DERECHO, GUARDABARRO DELANTERO DERECHO, DEMAS DA?OS A CORROBORAR",CARS
1997/2021,M344341,M,344.341,1.997,2.021,FORD,2.021,N4PFIESTA 1.6 1,2.018,AUTO,BORDO,ESPEJO IZQUIERDO. ABOLLADO: PUERTA DELANTERA. IZQUIERDO.,CARS
1502/2021,M343480,M,343.480,1.502,2.021,CHEVROLET,2.021,N4PCORSA 1.4 LS,2.011,AUTO,GRIS,"RUEDA DELANTERA DERECHA,PARAGOLPE DELANTERO,PUERTA DELANTERA DERECHA,GUARDABARRO DELANTERO DERECHO A CORROBORAR OTROS",CARS
2107/2021,M343476,M,343.476,2.107,2.021,NISSAN,2.021,NSENTRA B17 ADV,2.018,AUTO,ROJO,PARAGOLPE DELANTERO CAPOT CARETA OPTICA DELANTERA DERECHA,CARS
801/2021,M344318,M,344.318,801,2.021,SUZUKI,2.021,N4PDZIRE 1.2 GL,2.019,AUTO,GRIS,"PARAGOLPE TRASERO, TAPA DE BAUL,  PANEL TRASERO,  SEMI ?PTICA TRASERA IZQUIERDA,  GUARDABARRO TRASERO IZQUIERDO",CARS
2291/2021,M343468,M,343.468,2.291,2.021,HYUNDAI,2.021,NGRAND I10 1.2,2.016,AUTO,ROJO,PARAGOLOE DELANTERO CAPOT CARETA OPTICAS RADIADOR A CORROBORAR MECANICOS Y OTROS,CARS
1445/2021,M345106,M,345.106,1.445,2.021,CHEVROLET,2.021,NONIX NEW PLUS,2.020,AUTO,GRIS,PARAGOLPE TRASERO GUARDABARRO DELANTERO DERECHO FAROL DELANTERO DERECHO CAPOT CAMINERO DELANTERO DERECHO  BUCHE DELANTERO DERECHO PUERTA DELANTERA DERECHA DEPOSITO LIMPIA PARABRISAS  DEMAS A CONFIRMAR,CARS
2612/2021,M343604,M,343.604,2.612,2.021,CITROEN,2.021,N4PC3 NEW 1.2T,2.018,AUTO,BCO,EJE DELANTERO IZQUIERDO.GUARDABARRO DELANTERO IZQUIERDO.MECANICO A CORROBORAR.,CARS
3065/2021,M345123,M,345.123,3.065,2.021,SUZUKI,2.021,NALTO MARUTI 80,2.015,AUTO,GRIS,PARAGOLPE TASERO IZQUIERDO GUARDABARRO TRASERO IZQUIERDO PUERTA TRASERA IZQUIERDA  FAROL TRASERO DEMAS A CONFIRMAR,CARS
1024/2021,M344457,M,344.457,1.024,2.021,RENAULT,2.021,NKWID 1.0 ZEN F,2.017,AUTO,BLANCO,"CAPOT,PARAGOLPE DELANTERO,CARETA DELANTERA,GUARD DEL.IZQUIERDO DEMAS DA?OS A,CORROBORAR",CARS
1315/2021,M343353,M,343.353,1.315,2.021,FIAT,2.021,N4PPALIO 1.4 EL,2.013,AUTO,,"FRENTE, CAPOT, CARETA, PARAGOLPE Y DEMAS A CONFIRMAR.",CARS
1441/2021,M344472,M,344.472,1.441,2.021,VOLKSWAGEN,2.021,N2PUP NUEVO MOV,2.018,AUTO,ROJO,"PARAGOLPE DELANTERO GUARD.DELANTERO IZQ.,PUERTA DEL. IZQUIERDA ESPEJO RETROVISOR IZQ.,DEMAS DA?OS A CORROBORAR",CARS
3462/2021,M344117,M,344.117,3.462,2.021,MERCEDES BENZ,2.021,N4P200 B AUT,2.012,AUTO,GRIS,ENVOLVENTES,CARS
961/2021,M340971,M,340.971,961,2.021,VOLKSWAGEN,2.021,N4PGOL V 1.6 PO,2.013,AUTO,GRIS,GUARDABARRO TRASERO IZQUIERDO AMBAS PUERTAS IZQUIERDA PARAGOLPE TRASERO RUEDA TRASERA IZQUIERDA  DEMAS A CORROBORAR,CARS
1081/2021,M303988,M,303.988,1.081,2.021,NISSAN,2.021,NKIKD,2.020,AUTO,GRIS,"PUERTA DELANTERA IZQUIERDA, GUARDA BARRO DELANTERO IZQUIERDO, CAPOT,PARAGOLPE DELANTERO, OPTICO DELANTERO IZQUIERDO, CHASIS, RUEDA DELANTERA IZQUIERDA,  RUEDA DELANTERA DERECHA, PARABRISAS, AIRBAG DELANTEROS, DEMAS DA?OS A CORROBORAR POR MECANICO.",CARS
665/2021,M341973,M,341.973,665,2.021,CHEVROLET,2.021,N4PSPARK 1.0 LT,2.013,AUTO,GRIS,"PARAGOLPE DELANTERO,CAPOT,GUARD.DELANTERO IZQ.,GUARD DEL.DERECHO, DA?OS MECANICOS, DEMAS DA?OS A CORROBORAR",CARS
476/2021,M341655,M,341.655,476,2.021,CHEVROLET,2.021,N4PSPARK 1.0 LT,2.015,AUTO,ROJO,"GUARDABARROS DELANTEROS.ENVOLVENTE DELANTERO,CARETA...PARAGOLPE DELANTERO.RADIADOR.INTERNO A CORROBORAR",CARS
436/2021,M344084,M,344.084,436,2.021,SUZUKI,2.021,N4PDZIRE 1.2 GL,2.018,AUTO,BLANCO,ENVOLVENTE TRASERO. BAUL. PUERTA DE BAUL. FAROLES TRASEROS.,CARS
293/2021,M343408,M,343.408,293,2.021,RENAULT,2.021,N4PKWID 1.0 LIF,2.018,AUTO,ROJO,"PARAGOLPE DELANTERO , ALMA DE PARAGOLPE DELANTERO,  CARETA , FRENTE , CAPOT , GUARDABARROS DELANTEROS,  OPTICO IZQUIERDO,  BAGUETA DE GUARDABARRO DELANTERO IZQUIERDO, PL?STICOS DE PARAGOLPE  DELANTERO,  DEM?S A CORROBORAR.",CARS
505/2021,M341988,M,341.988,505,2.021,NISSAN,2.021,N4PMARCH 1.6 FU,2.014,AUTO,GRIS,"?PTICO IZQUIERDO, ENVOLVENTE DELANTERO, CARETA...CAPOT GUARDABARRO DELANTERO IZQUIERDO PUERTA DELANTERA IZQUIERDA",CARS
1121/2021,M340967,M,340.967,1.121,2.021,LIFAN,2.021,N4P620 1.6 FULL,2.010,AUTO,BLANCO,PARAGOLPE TRASERO TAPA BAUL DEMAS A CORROBORAR,CARS
1190/2021,M340951,M,340.951,1.190,2.021,JAC,2.021,N4P1048 HFC KT,2.020,AUTO,BCO,PARAGOLPE DELANTERO  GUARDABARRO DELANTERO DERECHO DEMAS A CORROBORAR,CARS
286/2021,M343109,M,343.109,286,2.021,SUZUKI,2.021,NCIAZ 1.4 GL FU,2.016,AUTO,GRIS,GUARDABARRO DELANTERO DERECHO PARAGOLPE DELANTERO SEMIOPTICA DERECHA,CARS
721/2021,M342884,M,342.884,721,2.021,RENAULT,2.021,N4PKWID 1.0 INT,2.020,AUTO,BCO,"PARAGOLPE DELANTERO,LATERAL IZQ A CONF,CONF MECANICA Y DEMAS DA?OS",CARS
816/2021,M343902,M,343.902,816,2.021,SUZUKI,2.021,N4PALTO MARUTI,2.016,AUTO,GRIS,PARAGOLPE DELANTERO CARETA GUARDABARRO DELANTERO DERECHO OPTICA DERECHA,CARS
